# epoch,phone_train_mse,phone_train_pcc,phone_test_mse,phone_test_pcc,learning rate,utt_train_mse_accuracy,utt_train_mse_completeness,utt_train_mse_fluency,utt_train_mse_prosodic,utt_train_mse_total,utt_train_pcc_accuracy,utt_train_pcc_completeness,utt_train_pcc_fluency,utt_train_pcc_prosodic,utt_train_pcc_total,utt_test_mse_accuracy,utt_test_mse_completeness,utt_test_mse_fluency,utt_test_mse_prosodic,utt_test_mse_total,utt_test_pcc_accuracy,utt_test_pcc_completeness,utt_test_pcc_fluency,utt_test_pcc_prosodic,utt_test_pcc_total,word_train_pcc_accuracy,word_train_pcc_stress,word_train_pcc_total,word_test_pcc_accuracy,word_test_pcc_stress,word_test_pcc_total
0.000000000000000000e+00,1.590677052736282349e-01,3.347447654273866258e-01,1.190413609147071838e-01,2.845961558367084421e-01,9.499999999999999981e-04,1.151139140129089355e-01,3.605498466640710831e-03,1.038028821349143982e-01,9.382745623588562012e-02,1.150085926055908203e-01,1.490267290334008066e-01,-3.094628186494215866e-02,2.525469848017565244e-01,-4.502953556172434313e-01,1.847582960869874336e-01,9.552365541458129883e-02,5.202962085604667664e-03,7.748426496982574463e-02,7.974024116992950439e-02,9.108184278011322021e-02,6.382441042515300811e-02,1.260066060260066172e-02,2.073989877859822861e-01,-3.342651531656463670e-01,1.526684592789758210e-01,2.417352892680959264e-01,5.929114311678421873e-02,2.212097864898441013e-01,1.979009843290741311e-01,5.375189957660279905e-02,1.745971824123709604e-01
1.000000000000000000e+00,1.149134710431098938e-01,5.880844593240230900e-01,9.140167385339736938e-02,5.502731719386074749e-01,1.000000000000000021e-03,1.088901013135910034e-01,1.349779311567544937e-03,8.979816734790802002e-02,8.512285351753234863e-02,1.043300032615661621e-01,2.550615371439073353e-01,1.175316271938504215e-02,6.516875474054661943e-01,2.554267247515631389e-01,3.141519748676034340e-01,8.962692320346832275e-02,3.061893163248896599e-03,7.028461992740631104e-02,7.737303525209426880e-02,8.698431402444839478e-02,1.643302457459391297e-01,-2.440537170194843203e-02,5.519719343683129331e-01,1.255872313185019962e-01,2.081417523628305288e-01,5.494506393814806433e-01,6.606846297965963954e-02,5.798769446816343098e-01,4.720683414029021030e-01,5.066572392602174818e-02,4.984997624892328894e-01
2.000000000000000000e+00,9.903042018413543701e-02,6.578557693335596035e-01,7.727515697479248047e-02,6.273310696208146409e-01,1.000000000000000021e-03,8.773126453161239624e-02,2.359625184908509254e-03,6.687896698713302612e-02,6.875300407409667969e-02,7.472705096006393433e-02,5.788544410978656574e-01,7.400591794373036214e-02,6.590861803749435976e-01,6.059255868643177445e-01,6.200317565884146953e-01,7.468138635158538818e-02,3.628931706771254539e-03,5.672971531748771667e-02,6.296745687723159790e-02,6.644967943429946899e-02,5.007020165328649464e-01,8.371637584164035029e-02,5.812607658205964922e-01,4.892374617917381041e-01,5.435986460180425306e-01,6.267327513676007600e-01,6.299636411538786507e-02,6.382386073863066667e-01,5.517423197109631028e-01,2.700489187055166856e-02,5.675501432358586174e-01
3.000000000000000000e+00,9.483186155557632446e-02,6.758618330109494865e-01,7.464483380317687988e-02,6.425701561008249074e-01,1.000000000000000021e-03,5.339389666914939880e-02,1.818419434130191803e-03,4.863404482603073120e-02,4.711988940834999084e-02,5.106057599186897278e-02,7.402194333508995694e-01,4.935623610172611836e-02,7.065563552798305169e-01,7.002148869344285709e-01,7.419943855308045455e-01,5.056264251470565796e-02,2.954275812953710556e-03,4.599225148558616638e-02,4.733571410179138184e-02,4.910046979784965515e-02,6.777614018735492740e-01,1.289721477745372491e-01,6.186397587078857896e-01,6.194078779122771383e-01,6.786795321342596887e-01,6.372490190673917310e-01,1.879346173619622362e-01,6.219208123717353542e-01,5.654356883226115960e-01,1.014571591645566789e-01,5.517603139772047083e-01
4.000000000000000000e+00,9.339036792516708374e-02,6.875539969498282167e-01,7.376769930124282837e-02,6.550323228331427217e-01,1.000000000000000021e-03,5.860329419374465942e-02,3.516653086990118027e-03,5.293211713433265686e-02,5.488990992307662964e-02,5.107951536774635315e-02,7.543590399110949862e-01,-1.606757493483014498e-02,7.167917179334817313e-01,7.089599395083182598e-01,7.585268756857339589e-01,5.980029702186584473e-02,4.587868228554725647e-03,5.097751691937446594e-02,5.694448947906494141e-02,5.144188180565834045e-02,6.880448726171981555e-01,4.437192576208244532e-02,6.258814604592856101e-01,6.238202431558019789e-01,6.909680139974782032e-01,6.411081600325616581e-01,1.776697833334266730e-01,6.207305456574083724e-01,5.704789101210605562e-01,9.360506319929180752e-02,5.502766596913649666e-01
5.000000000000000000e+00,9.054687619209289551e-02,6.934887004081312645e-01,7.152216881513595581e-02,6.606962560951805674e-01,1.000000000000000021e-03,4.777143523097038269e-02,2.319188322871923447e-03,4.629823938012123108e-02,4.635810852050781250e-02,4.745700210332870483e-02,7.644248677937598435e-01,1.143320363792268979e-02,7.247272690050108324e-01,7.122558944178861706e-01,7.673840060780630079e-01,4.737174510955810547e-02,3.652633400633931160e-03,4.471306130290031433e-02,4.810715839266777039e-02,4.814916104078292847e-02,6.960181394417158662e-01,6.780305288187593593e-02,6.317747044168317005e-01,6.243939662602079332e-01,6.980631243182621182e-01,6.414838818953585431e-01,1.968604528602989900e-01,6.266369347331666173e-01,5.710233496923252661e-01,1.044218746489049970e-01,5.559130926193802669e-01
6.000000000000000000e+00,9.014467149972915649e-02,6.989734320684471980e-01,7.133112847805023193e-02,6.658748840033429373e-01,1.000000000000000021e-03,4.720502719283103943e-02,2.465359400957822800e-03,4.621815308928489685e-02,4.504280537366867065e-02,4.658701270818710327e-02,7.674279118607922889e-01,4.557650531552712159e-02,7.246414929165262420e-01,7.104551960779492692e-01,7.687556496068592704e-01,4.778893291950225830e-02,3.302022581920027733e-03,4.518097266554832458e-02,4.708206653594970703e-02,4.773933440446853638e-02,6.941595567865197491e-01,1.006304973706499406e-01,6.281905041756830066e-01,6.192214260931221403e-01,6.964577055973556474e-01,6.475406903339266940e-01,2.107280116604195730e-01,6.363082536203259476e-01,5.764728593573920090e-01,1.133337950422399903e-01,5.654123391082318539e-01
7.000000000000000000e+00,8.997330814599990845e-02,7.049046963400764643e-01,7.267922163009643555e-02,6.679234511786212858e-01,1.000000000000000021e-03,4.630590975284576416e-02,2.382230944931507111e-03,4.878438636660575867e-02,4.510544613003730774e-02,4.493347927927970886e-02,7.780725377113263397e-01,6.991992583660343319e-02,7.318710864560650231e-01,7.207033119841180779e-01,7.772659997932236386e-01,4.668528959155082703e-02,3.337388858199119568e-03,4.908231273293495178e-02,4.697833955287933350e-02,4.587457701563835144e-02,7.080815303099980973e-01,1.125519763433697473e-01,6.341215237432941132e-01,6.302653782686327144e-01,7.057601851308616947e-01,6.521528240389683484e-01,2.417562352676643211e-01,6.447198333739749820e-01,5.800192078872411505e-01,1.413396035758460179e-01,5.718667663256862266e-01
8.000000000000000000e+00,8.799873292446136475e-02,7.080207710639503382e-01,7.105749845504760742e-02,6.708212372494688491e-01,1.000000000000000021e-03,4.517665877938270569e-02,1.221293350681662560e-03,4.640701413154602051e-02,4.447765648365020752e-02,4.437743872404098511e-02,7.796286242578673864e-01,6.625640307828249698e-02,7.347768625204835757e-01,7.231164624202809366e-01,7.787838207943497126e-01,4.568219929933547974e-02,2.580078784376382828e-03,4.596268758177757263e-02,4.661987721920013428e-02,4.533258825540542603e-02,7.097930652931886408e-01,9.202191998429491704e-02,6.368083614969041184e-01,6.317245933393889068e-01,7.066056842960737328e-01,6.617237040935473047e-01,2.441436246680796229e-01,6.590534185603705852e-01,5.878202416788432805e-01,1.467720656132773527e-01,5.855403063121389362e-01
9.000000000000000000e+00,8.575179427862167358e-02,7.136311910631881750e-01,6.922748684883117676e-02,6.757698231284159363e-01,1.000000000000000021e-03,4.470510408282279968e-02,1.288426341488957405e-03,4.368217289447784424e-02,4.232565313577651978e-02,4.215550422668457031e-02,7.870468255574837313e-01,4.648557140774069868e-02,7.427463443696995515e-01,7.321257872063270389e-01,7.887700360825171675e-01,4.638116434216499329e-02,2.732619177550077438e-03,4.378776624798774719e-02,4.469450190663337708e-02,4.375642165541648865e-02,7.164437604083405686e-01,7.447384721221238235e-02,6.457956243845839328e-01,6.435168064696830115e-01,7.172123733341561058e-01,6.607721737497040948e-01,2.191086892752737159e-01,6.588914668960769161e-01,5.876939380831028847e-01,1.239595761119905021e-01,5.849672250394370998e-01
1.000000000000000000e+01,8.619967848062515259e-02,7.149811360382437586e-01,6.889742612838745117e-02,6.783807836686741588e-01,1.000000000000000021e-03,4.504005610942840576e-02,1.102876150980591774e-03,4.358988627791404724e-02,4.170450940728187561e-02,4.200744628906250000e-02,7.903044526043995210e-01,4.625982804775303353e-02,7.466863436943542709e-01,7.360290680771744976e-01,7.927674036924746703e-01,4.588818550109863281e-02,2.552258083596825600e-03,4.303285479545593262e-02,4.410713911056518555e-02,4.356554895639419556e-02,7.178991819130879914e-01,5.552162921509217614e-02,6.499417339656292647e-01,6.478364794299923402e-01,7.200996963582011468e-01,6.712517690900421385e-01,2.038209312851420596e-01,6.736303228973093971e-01,5.971998787029110245e-01,1.082554389320076055e-01,5.983237567520860445e-01
1.100000000000000000e+01,8.535414189100265503e-02,7.180183033106890544e-01,6.925191730260848999e-02,6.779727258034916604e-01,1.000000000000000021e-03,4.289925098419189453e-02,2.226768760010600090e-03,4.430823400616645813e-02,4.265137761831283569e-02,4.324775189161300659e-02,7.942445511485658471e-01,9.292847602127771167e-03,7.457744308416814905e-01,7.359310496963458181e-01,7.943611516312367726e-01,4.578419402241706848e-02,3.670537378638982773e-03,4.456586763262748718e-02,4.544949904084205627e-02,4.612424597144126892e-02,7.172799678217768315e-01,1.754068346841993961e-02,6.461860963264186575e-01,6.459447167559464464e-01,7.182761998110936963e-01,6.781005481896449361e-01,2.225041982709270727e-01,6.823681819146550920e-01,6.019125089704202569e-01,1.257374218542658406e-01,6.051370239005455787e-01
1.200000000000000000e+01,8.503969013690948486e-02,7.226511187308164441e-01,6.980887800455093384e-02,6.813004753222176024e-01,1.000000000000000021e-03,4.229496419429779053e-02,1.149923191405832767e-03,4.645944014191627502e-02,4.407051578164100647e-02,4.154063761234283447e-02,7.976335412455611840e-01,7.844233799086862413e-02,7.506595653143772751e-01,7.429317680131353185e-01,7.988846827926163741e-01,4.442042484879493713e-02,2.767249010503292084e-03,4.781039059162139893e-02,4.709958285093307495e-02,4.400635883212089539e-02,7.218778450444311989e-01,8.023120420767893002e-02,6.518948532203231450e-01,6.537500725338231122e-01,7.227261548492006638e-01,6.642448007909143026e-01,2.418230511047123055e-01,6.712419252890273746e-01,5.879709626893528940e-01,1.484269936535708712e-01,5.933779583215244013e-01
1.300000000000000000e+01,8.495892584323883057e-02,7.237330664669769931e-01,6.895762681961059570e-02,6.835792547856631707e-01,1.000000000000000021e-03,4.363444074988365173e-02,1.256445422768592834e-03,4.247945547103881836e-02,4.031732678413391113e-02,4.029337316751480103e-02,7.964334443288619836e-01,-2.783474461717855546e-03,7.508152338449930463e-01,7.447022040206521254e-01,7.998581865661914536e-01,4.676809534430503845e-02,3.018572228029370308e-03,4.300583526492118835e-02,4.325397312641143799e-02,4.318808764219284058e-02,7.164826224981459823e-01,-7.798720405623024623e-04,6.507224707570355982e-01,6.551468165572666980e-01,7.217035667201368021e-01,6.691010338070261243e-01,2.212829389544692660e-01,6.802590965167635284e-01,5.924000435877962989e-01,1.253148198829883986e-01,6.021816708878183766e-01
1.400000000000000000e+01,8.353398740291595459e-02,7.263621829728197365e-01,6.987849622964859009e-02,6.778576106295617354e-01,1.000000000000000021e-03,4.525508359074592590e-02,1.170704956166446209e-03,4.237915202975273132e-02,4.140503704547882080e-02,4.216651618480682373e-02,8.001503228233344256e-01,3.416064521858799830e-02,7.511372916544492018e-01,7.441775223517564930e-01,8.005258493820238686e-01,4.882736131548881531e-02,2.727654064074158669e-03,4.386012628674507141e-02,4.482983052730560303e-02,4.610374197363853455e-02,7.121454659782212593e-01,2.889745537051582533e-02,6.461162238236107802e-01,6.487724462440065398e-01,7.161682875700864370e-01,6.686086688556611701e-01,2.317484731766331352e-01,6.796816540240234739e-01,5.862461549698337882e-01,1.263409861659445244e-01,5.964441547618943851e-01
1.500000000000000000e+01,8.792614936828613281e-02,7.205502779033715610e-01,7.079032808542251587e-02,6.792424475788662042e-01,1.000000000000000021e-03,4.422063380479812622e-02,8.024382404983043671e-04,4.469448700547218323e-02,4.242321103811264038e-02,4.313597455620765686e-02,7.979138506455192292e-01,2.545145158747182113e-02,7.513943159014012663e-01,7.440353838395380448e-01,7.989088884753624553e-01,4.746350273489952087e-02,2.530085621401667595e-03,4.364440590143203735e-02,4.466084763407707214e-02,4.590513929724693298e-02,7.084090630623421925e-01,2.600656779997033885e-04,6.519057872074841553e-01,6.542193204964483755e-01,7.150059983667934604e-01,6.765165032921642840e-01,2.043010991159789347e-01,6.911435535683979614e-01,5.944904766546916797e-01,1.066751947109787074e-01,6.080299659350109076e-01
1.600000000000000000e+01,8.565184473991394043e-02,7.299455588748918755e-01,7.377350330352783203e-02,6.785501833165837882e-01,1.000000000000000021e-03,4.299700260162353516e-02,1.035464229062199593e-03,4.772510379552841187e-02,4.153364151716232300e-02,4.152323678135871887e-02,8.028062653436245366e-01,8.493378150923124037e-02,7.590002927824969214e-01,7.548586283222809001e-01,8.064187103819612235e-01,4.687262699007987976e-02,2.734350971877574921e-03,5.040619894862174988e-02,4.508948326110839844e-02,4.594165086746215820e-02,7.185110837155024299e-01,5.028408196199787156e-02,6.588752597760195728e-01,6.632680264793953118e-01,7.218815627163214232e-01,6.803952252192096983e-01,2.497380443268676364e-01,6.920618182894355819e-01,5.946671163054984000e-01,1.495654651458960815e-01,6.044223824644974208e-01
1.700000000000000000e+01,8.214566856622695923e-02,7.327816160364193365e-01,6.774473935365676880e-02,6.853544548102842304e-01,1.000000000000000021e-03,4.066554084420204163e-02,2.813489409163594246e-03,4.246068745851516724e-02,3.948078677058219910e-02,4.144446551799774170e-02,8.094254622065408800e-01,9.693305296644888491e-02,7.616955355722048182e-01,7.556059686956803079e-01,8.117706867186875730e-01,4.474175348877906799e-02,4.593375138938426971e-03,4.432842880487442017e-02,4.355804622173309326e-02,4.594087600708007812e-02,7.273006809886556345e-01,7.015474901433228772e-02,6.617533189344522171e-01,6.626953733457079387e-01,7.278184930483578841e-01,6.675630316491102390e-01,2.339082290900998118e-01,6.802644601847628314e-01,5.828698672305606676e-01,1.414473599541698767e-01,5.943703678735833273e-01
1.800000000000000000e+01,8.250339329242706299e-02,7.350271970461912385e-01,7.110749930143356323e-02,6.809612813182011060e-01,1.000000000000000021e-03,3.966385126113891602e-02,7.867714157328009605e-04,4.150775074958801270e-02,3.950752690434455872e-02,3.767697513103485107e-02,8.131631394653480172e-01,7.387734332690489014e-02,7.647241081769026172e-01,7.600804932529641178e-01,8.143460887365771006e-01,4.434802755713462830e-02,2.416834468021988869e-03,4.444147273898124695e-02,4.382421448826789856e-02,4.301422089338302612e-02,7.234921141097361286e-01,2.917323997434767904e-02,6.632771648295958666e-01,6.673162300600098407e-01,7.260934346193205213e-01,6.777284012158253379e-01,2.433512800052127778e-01,6.882814128541430154e-01,5.886016532304119142e-01,1.433403880325660462e-01,5.980190034807181254e-01
1.900000000000000000e+01,8.263300359249114990e-02,7.358708496697827783e-01,6.897419691085815430e-02,6.840245166351329731e-01,1.000000000000000021e-03,4.050702974200248718e-02,7.262869621627032757e-04,4.191555082798004150e-02,3.988562151789665222e-02,3.862044587731361389e-02,8.110283645418289167e-01,8.134203432076363149e-02,7.645017429598552905e-01,7.580298284680750953e-01,8.128945973246950452e-01,4.658472537994384766e-02,2.416990464553236961e-03,4.200550541281700134e-02,4.330904781818389893e-02,4.360524937510490417e-02,7.218737338269185511e-01,3.971163181042124124e-02,6.618987582528438329e-01,6.643479782961464464e-01,7.246528676997763263e-01,6.855296553873546639e-01,2.061825313936690163e-01,7.000937644077140920e-01,5.964410299840984253e-01,1.121956928414985233e-01,6.098021193264239193e-01
2.000000000000000000e+01,8.210186660289764404e-02,7.331134024373311409e-01,6.932479888200759888e-02,6.806895467077862527e-01,1.000000000000000021e-03,4.477824270725250244e-02,1.781563623808324337e-03,4.499504342675209045e-02,4.132075980305671692e-02,4.493916034698486328e-02,8.043446205689669393e-01,-3.544953191414291355e-02,7.599073081673958230e-01,7.549089965560854543e-01,8.085398125804874603e-01,5.039649084210395813e-02,3.553490852937102318e-03,4.580900445580482483e-02,4.506978765130043030e-02,5.079302191734313965e-02,7.073575858316266673e-01,-9.383154284074501916e-02,6.564349720317393944e-01,6.598181936978027018e-01,7.162148008512559949e-01,6.867326503204945753e-01,2.324634230699469950e-01,6.994318475300185245e-01,5.974394865328270798e-01,1.239192209886338242e-01,6.085372642187685255e-01
2.100000000000000000e+01,7.928322255611419678e-02,7.404665968458739034e-01,6.925239413976669312e-02,6.801933473780966688e-01,5.000000000000000104e-04,3.989882394671440125e-02,6.669103750027716160e-04,4.086196795105934143e-02,3.852736577391624451e-02,3.810627013444900513e-02,8.173274367994801670e-01,1.839942898887577533e-02,7.719533879978051072e-01,7.671230379240892017e-01,8.203960856594239015e-01,4.552695900201797485e-02,2.454498317092657089e-03,4.438638314604759216e-02,4.298966377973556519e-02,4.449308663606643677e-02,7.246718107866449987e-01,-5.707380257635975146e-02,6.674461867315402142e-01,6.733297095861313641e-01,7.275326250243054904e-01,6.874368289939446486e-01,2.477314300594443131e-01,6.997883481124783644e-01,5.933989423062536739e-01,1.441016018631884332e-01,6.039816560936741574e-01
2.200000000000000000e+01,8.054738491773605347e-02,7.393439373251273761e-01,6.813720613718032837e-02,6.854816548306300605e-01,5.000000000000000104e-04,4.049354419112205505e-02,7.447812822647392750e-04,4.251624643802642822e-02,4.397382959723472595e-02,4.101053252816200256e-02,8.121355100465424970e-01,2.652189891178184308e-02,7.652045810258932823e-01,7.599752367075000015e-01,8.131271656610467025e-01,4.684903100132942200e-02,2.530013909563422203e-03,4.286722838878631592e-02,4.753541201353073120e-02,4.667805507779121399e-02,7.162204041443744895e-01,-3.669431300017512998e-02,6.656396221119273982e-01,6.686174410919544231e-01,7.212853033936618141e-01,6.862109393693300863e-01,2.176229064852085171e-01,7.029292693852774443e-01,5.942961489734355229e-01,1.117523206476021130e-01,6.094372487034487307e-01
2.300000000000000000e+01,7.789519429206848145e-02,7.446042579310221399e-01,6.744698435068130493e-02,6.842815849339467515e-01,5.000000000000000104e-04,3.828053548932075500e-02,6.797009264118969440e-04,3.942950069904327393e-02,3.771305456757545471e-02,3.616669774055480957e-02,8.207872234894951768e-01,2.825352327565788108e-02,7.758586170454072617e-01,7.705561541376554358e-01,8.236595296710877978e-01,4.368095472455024719e-02,2.459406619891524315e-03,4.071189463138580322e-02,4.136220738291740417e-02,4.190043359994888306e-02,7.249143111148325103e-01,-3.802753231901024461e-02,6.752721101790589708e-01,6.786502369570818205e-01,7.305434617486127324e-01,6.807525211751058736e-01,2.334334662950208750e-01,6.947210410707763684e-01,5.860764313152183602e-01,1.301223668125666144e-01,5.984832944724096659e-01
2.400000000000000000e+01,7.732776552438735962e-02,7.460390061783317428e-01,6.750834733247756958e-02,6.840554133950091931e-01,5.000000000000000104e-04,4.170633479952812195e-02,1.366904238238930702e-03,3.921004757285118103e-02,3.863074257969856262e-02,3.730209916830062866e-02,8.222295301500373021e-01,1.620580518904419023e-02,7.761327324597052657e-01,7.704656103053986183e-01,8.252002534439163428e-01,5.020376294851303101e-02,3.239220939576625824e-03,4.080510884523391724e-02,4.261077195405960083e-02,4.470055550336837769e-02,7.206672224878784005e-01,-4.888161864670088202e-02,6.746435046237651001e-01,6.794984238765232609e-01,7.270818616874084039e-01,6.958853859048211854e-01,2.463688751881782657e-01,7.105925664060396274e-01,5.985973578297031361e-01,1.392845872354448178e-01,6.111961218026279452e-01
2.500000000000000000e+01,7.852417975664138794e-02,7.453509031459729650e-01,6.772203743457794189e-02,6.854071709246272182e-01,5.000000000000000104e-04,4.020532220602035522e-02,1.628298545256257057e-03,4.512868821620941162e-02,4.171444475650787354e-02,4.061605408787727356e-02,8.139149742500058071e-01,1.666001734513189447e-02,7.732770019178165644e-01,7.681737369062707765e-01,8.175962927917156398e-01,4.555888846516609192e-02,3.331999061629176140e-03,4.578687623143196106e-02,4.532750323414802551e-02,4.605983570218086243e-02,7.162827962050235531e-01,-4.931490370994687233e-02,6.762607362772157238e-01,6.788291728506558043e-01,7.250056328083148705e-01,6.838231143658030087e-01,2.188585169519282336e-01,6.979546305070418732e-01,5.885841535290007309e-01,1.124126317082331933e-01,6.007760235130131798e-01
2.600000000000000000e+01,7.678011059761047363e-02,7.492900037336869268e-01,6.890276074409484863e-02,6.816337987024484457e-01,2.500000000000000052e-04,3.642898052930831909e-02,7.084798999130725861e-04,3.740168362855911255e-02,3.582090884447097778e-02,3.503295406699180603e-02,8.274341607649271513e-01,2.240254344257704491e-02,7.831573916500622623e-01,7.775307358639931277e-01,8.288320505535001770e-01,4.523624852299690247e-02,2.517902525141835213e-03,4.049298539757728577e-02,4.054753854870796204e-02,4.342057183384895325e-02,7.256312534128952496e-01,-5.476935738464930314e-02,6.804331063973401150e-01,6.849204794753681602e-01,7.286310889965361692e-01,6.957155159862781213e-01,2.537622363284945393e-01,7.094445677987797350e-01,5.944695773036327013e-01,1.483596665260736303e-01,6.065619237813653086e-01
2.700000000000000000e+01,7.650198787450790405e-02,7.494175706495913580e-01,6.764207780361175537e-02,6.830237134592467285e-01,2.500000000000000052e-04,4.243500530719757080e-02,8.853248436935245991e-04,3.875062242150306702e-02,3.848788514733314514e-02,3.835100680589675903e-02,8.215433076201333895e-01,2.168405215858688895e-02,7.801064135001698485e-01,7.748532900061021467e-01,8.247400780105357265e-01,5.049193277955055237e-02,2.718312432989478111e-03,4.057227820158004761e-02,4.264278709888458252e-02,4.520227387547492981e-02,7.190209364762314426e-01,-4.936049340733955626e-02,6.791787055813787166e-01,6.840114016893079629e-01,7.253595976137406920e-01,6.916604364554331807e-01,2.441375268492894934e-01,7.072503242639081034e-01,5.921996969288948476e-01,1.378472857904570748e-01,6.059353523547248432e-01
2.800000000000000000e+01,7.735963910818099976e-02,7.503422511038978504e-01,6.757470220327377319e-02,6.852176100425757532e-01,2.500000000000000052e-04,3.729418665170669556e-02,6.950472597964107990e-04,3.886008262634277344e-02,3.700299561023712158e-02,3.542830795049667358e-02,8.294229454591754980e-01,5.086814716070506975e-02,7.854822861470750484e-01,7.800467532322910014e-01,8.322105974096143388e-01,4.343282803893089294e-02,2.495772670954465866e-03,4.164595901966094971e-02,4.151975363492965698e-02,4.190071299672126770e-02,7.296295731171505983e-01,-3.301982563722004327e-02,6.827366669647848552e-01,6.856984184461268894e-01,7.333325815094222655e-01,6.907816262975016164e-01,2.297874947066108342e-01,7.050856525088433635e-01,5.908243241874056029e-01,1.269583873744776770e-01,6.033880385469488905e-01
2.900000000000000000e+01,7.635625451803207397e-02,7.501792307207795218e-01,6.903175264596939087e-02,6.788175472755416662e-01,2.500000000000000052e-04,3.902550041675567627e-02,7.102772942744195461e-04,3.858877718448638916e-02,3.785268217325210571e-02,3.684481233358383179e-02,8.299546864788504008e-01,4.197861368451961256e-02,7.853685154469712826e-01,7.799570915817748418e-01,8.323870759363286576e-01,4.628646001219749451e-02,2.511680126190185547e-03,4.248328506946563721e-02,4.295718669891357422e-02,4.465740546584129333e-02,7.284388130046454135e-01,-3.434981290286946015e-02,6.802930904138627666e-01,6.841257178502571090e-01,7.322663653181663568e-01,6.867941888296991149e-01,2.445676930013210570e-01,7.006059491713283460e-01,5.845648087340783450e-01,1.397717570479169169e-01,5.969690401352399922e-01
3.000000000000000000e+01,7.662727683782577515e-02,7.518624589045808104e-01,6.768216937780380249e-02,6.828645244045331575e-01,2.500000000000000052e-04,3.863658010959625244e-02,7.660266710445284843e-04,3.745315223932266235e-02,3.664524108171463013e-02,3.594220429658889771e-02,8.287761392310968311e-01,2.818886712109296144e-02,7.864327766993697288e-01,7.810295877880950588e-01,8.318667155163450566e-01,4.545615240931510925e-02,2.566491253674030304e-03,4.070323333144187927e-02,4.147787392139434814e-02,4.319090023636817932e-02,7.285974631313344441e-01,-5.040185024912663403e-02,6.820796543885708774e-01,6.855933465487510370e-01,7.304056042599644805e-01,6.932179290527867854e-01,2.321513478836787492e-01,7.070377813526657063e-01,5.900844343910057743e-01,1.283733996871727345e-01,6.023649201230930617e-01
3.100000000000000000e+01,7.540076971054077148e-02,7.533544160907335030e-01,6.793604791164398193e-02,6.821788789024498811e-01,1.250000000000000026e-04,3.561266511678695679e-02,7.387813529931008816e-04,3.672582283616065979e-02,3.508734703063964844e-02,3.390869125723838806e-02,8.308282432865312650e-01,3.191846558912209142e-02,7.878180504527387829e-01,7.821856191770140132e-01,8.340416209239623901e-01,4.358180239796638489e-02,2.559408778324723244e-03,3.981004282832145691e-02,3.987437859177589417e-02,4.190954566001892090e-02,7.270619576256979188e-01,-4.279032739642945476e-02,6.835121060519475655e-01,6.876221660446113493e-01,7.320445968092411659e-01,6.940127896316993228e-01,2.526771514618877390e-01,7.079191940730822363e-01,5.908446858190394835e-01,1.451590497598992668e-01,6.029569855582942450e-01
